region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
MICHOACÁN,2020-06-20,nowcast,0.9,0.8,1,0.9,1,0.87
MICHOACÁN,2020-06-21,nowcast,0.9,0.8,1,0.9,1,0.9
MICHOACÁN,2020-06-22,nowcast,0.9,0.8,1,0.9,1,0.93
MICHOACÁN,2020-06-23,nowcast,0.9,0.8,1,0.9,1,0.91
MICHOACÁN,2020-06-24,nowcast,0.9,0.8,1,0.9,1,0.88
MICHOACÁN,2020-06-25,nowcast,0.9,0.8,1.1,0.9,1,0.77
MICHOACÁN,2020-06-26,nowcast,1,0.9,1.1,0.9,1,0.65
MICHOACÁN,2020-06-27,nowcast,1,0.9,1.1,0.9,1,0.54
MICHOACÁN,2020-06-28,nowcast,1,0.9,1.1,0.9,1,0.49
MICHOACÁN,2020-06-29,nowcast,1,0.9,1.1,1,1,0.45
MICHOACÁN,2020-06-30,nowcast,1,0.9,1.1,1,1,0.44
MICHOACÁN,2020-07-01,nowcast,1,0.9,1.1,1,1,0.44
MICHOACÁN,2020-07-02,nowcast,1,0.9,1.1,1,1.1,0.47
MICHOACÁN,2020-07-03,nowcast,1,0.9,1.1,1,1,0.5
MICHOACÁN,2020-07-04,nowcast,1,0.9,1.1,1,1,0.52
MICHOACÁN,2020-07-05,nowcast,1,0.9,1.1,0.9,1,0.55
MICHOACÁN,2020-07-06,nowcast,1,0.9,1.1,1,1,0.54
MICHOACÁN,2020-07-07,nowcast,1,0.9,1.1,1,1,0.54
MICHOACÁN,2020-07-08,nowcast,1,0.9,1.1,1,1,0.46
MICHOACÁN,2020-07-09,nowcast,1,0.9,1.2,1,1.1,0.37
MICHOACÁN,2020-07-10,nowcast,1,0.9,1.2,1,1.1,0.28
MICHOACÁN,2020-07-11,nowcast,1.1,0.9,1.2,1,1.1,0.2
MICHOACÁN,2020-07-12,nowcast,1.1,0.9,1.2,1,1.1,0.17
MICHOACÁN,2020-07-13,nowcast,1.1,1,1.2,1,1.1,0.13
MICHOACÁN,2020-07-14,forecast,1.1,0.9,1.2,1,1.1,0.21
MICHOACÁN,2020-07-15,forecast,1.1,0.9,1.2,1,1.1,0.25
MICHOACÁN,2020-07-16,forecast,1.1,0.9,1.3,1,1.1,0.27
MICHOACÁN,2020-07-17,forecast,1.1,0.9,1.3,1,1.1,0.28
MICHOACÁN,2020-07-18,forecast,1.1,0.8,1.3,1,1.1,0.28
MICHOACÁN,2020-07-19,forecast,1.1,0.8,1.3,1,1.2,0.29
MICHOACÁN,2020-07-20,forecast,1.1,0.8,1.3,1,1.2,0.29
MICHOACÁN,2020-07-21,forecast,1.1,0.8,1.3,1,1.2,0.3
MICHOACÁN,2020-07-22,forecast,1.1,0.8,1.3,1,1.2,0.31
MICHOACÁN,2020-07-23,forecast,1.1,0.8,1.4,1,1.2,0.32
MICHOACÁN,2020-07-24,forecast,1.1,0.8,1.4,1,1.2,0.31
MICHOACÁN,2020-07-25,forecast,1.1,0.8,1.4,1,1.2,0.32
MICHOACÁN,2020-07-26,forecast,1.1,0.8,1.4,1,1.2,0.31
MICHOACÁN,2020-07-27,forecast,1.1,0.8,1.4,0.9,1.2,0.33
MORELOS,2020-04-07,nowcast,1.4,0.8,2,1.1,1.6,0.13
MORELOS,2020-04-08,nowcast,1.4,0.8,2,1.1,1.6,0.11
MORELOS,2020-04-09,nowcast,1.4,0.8,2,1.2,1.6,0.08
MORELOS,2020-04-10,nowcast,1.4,0.9,2,1.2,1.6,0.07
MORELOS,2020-04-11,nowcast,1.4,0.9,2,1.2,1.6,0.06
MORELOS,2020-04-12,nowcast,1.4,0.9,1.9,1.2,1.6,0.04
MORELOS,2020-04-13,nowcast,1.5,1,2,1.2,1.6,0.04
MORELOS,2020-04-14,nowcast,1.5,1,1.9,1.3,1.6,0.03
MORELOS,2020-04-15,nowcast,1.5,1,2,1.3,1.6,0.03
MORELOS,2020-04-16,nowcast,1.5,1.1,1.9,1.3,1.6,0.02
MORELOS,2020-04-17,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
MORELOS,2020-04-18,nowcast,1.5,1.1,1.9,1.3,1.6,0.02
MORELOS,2020-04-19,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
MORELOS,2020-04-20,nowcast,1.4,1.1,1.8,1.3,1.6,0.02
MORELOS,2020-04-21,nowcast,1.4,1.1,1.8,1.3,1.5,0.02
MORELOS,2020-04-22,nowcast,1.4,1.1,1.7,1.3,1.5,0.02
MORELOS,2020-04-23,nowcast,1.4,1.1,1.7,1.2,1.5,0.03
MORELOS,2020-04-24,nowcast,1.3,1,1.6,1.2,1.4,0.04
MORELOS,2020-04-25,nowcast,1.3,1,1.5,1.2,1.4,0.05
MORELOS,2020-04-26,nowcast,1.2,1,1.5,1.1,1.3,0.06
MORELOS,2020-04-27,nowcast,1.2,0.9,1.4,1.1,1.3,0.1
MORELOS,2020-04-28,nowcast,1.1,0.9,1.4,1.1,1.2,0.15
MORELOS,2020-04-29,nowcast,1.1,0.9,1.3,1,1.2,0.21
MORELOS,2020-04-30,nowcast,1.1,0.9,1.3,1,1.2,0.27
MORELOS,2020-05-01,nowcast,1,0.8,1.2,1,1.1,0.37
MORELOS,2020-05-02,nowcast,1,0.8,1.2,1,1.1,0.45
MORELOS,2020-05-03,nowcast,1,0.8,1.2,0.9,1.1,0.59
MORELOS,2020-05-04,nowcast,0.9,0.7,1.1,0.9,1,0.69
MORELOS,2020-05-05,nowcast,0.9,0.7,1.1,0.9,1,0.78
MORELOS,2020-05-06,nowcast,0.9,0.7,1.1,0.8,1,0.83
MORELOS,2020-05-07,nowcast,0.9,0.7,1.1,0.8,1,0.86
MORELOS,2020-05-08,nowcast,0.9,0.7,1.1,0.8,0.9,0.88
MORELOS,2020-05-09,nowcast,0.9,0.7,1,0.8,0.9,0.9
MORELOS,2020-05-10,nowcast,0.9,0.7,1,0.8,0.9,0.92
MORELOS,2020-05-11,nowcast,0.8,0.7,1,0.8,0.9,0.93
MORELOS,2020-05-12,nowcast,0.8,0.6,1,0.8,0.9,0.92
MORELOS,2020-05-13,nowcast,0.8,0.6,1,0.8,0.9,0.91
MORELOS,2020-05-14,nowcast,0.9,0.6,1.1,0.8,0.9,0.86
MORELOS,2020-05-15,nowcast,0.9,0.7,1.1,0.8,1,0.8
MORELOS,2020-05-16,nowcast,0.9,0.7,1.2,0.8,1,0.74
MORELOS,2020-05-17,nowcast,1,0.7,1.2,0.8,1,0.62
MORELOS,2020-05-18,nowcast,1,0.8,1.3,0.9,1.1,0.53
MORELOS,2020-05-19,nowcast,1,0.8,1.3,0.9,1.1,0.48
MORELOS,2020-05-20,nowcast,1,0.8,1.3,0.9,1.1,0.41
MORELOS,2020-05-21,nowcast,1,0.8,1.3,0.9,1.1,0.37
MORELOS,2020-05-22,nowcast,1.1,0.8,1.3,1,1.1,0.33
MORELOS,2020-05-23,nowcast,1.1,0.8,1.3,1,1.2,0.32
MORELOS,2020-05-24,nowcast,1.1,0.8,1.3,1,1.1,0.29
MORELOS,2020-05-25,nowcast,1.1,0.8,1.3,1,1.1,0.3
MORELOS,2020-05-26,nowcast,1.1,0.9,1.3,1,1.1,0.3
MORELOS,2020-05-27,nowcast,1.1,0.8,1.3,1,1.2,0.28
MORELOS,2020-05-28,nowcast,1.1,0.9,1.3,1,1.2,0.26
MORELOS,2020-05-29,nowcast,1.1,0.9,1.3,1,1.2,0.22
MORELOS,2020-05-30,nowcast,1.1,0.9,1.4,1,1.2,0.17
MORELOS,2020-05-31,nowcast,1.1,0.9,1.4,1,1.2,0.14
MORELOS,2020-06-01,nowcast,1.1,0.9,1.4,1.1,1.2,0.12
MORELOS,2020-06-02,nowcast,1.1,0.9,1.4,1,1.2,0.13
MORELOS,2020-06-03,nowcast,1.1,1,1.4,1.1,1.2,0.11
MORELOS,2020-06-04,nowcast,1.2,0.9,1.4,1.1,1.2,0.1
MORELOS,2020-06-05,nowcast,1.2,1,1.4,1.1,1.2,0.09
MORELOS,2020-06-06,nowcast,1.2,1,1.4,1.1,1.2,0.09
MORELOS,2020-06-07,nowcast,1.2,1,1.4,1.1,1.2,0.07
MORELOS,2020-06-08,nowcast,1.2,1,1.4,1.1,1.3,0.07
MORELOS,2020-06-09,nowcast,1.2,1,1.4,1.1,1.2,0.06
MORELOS,2020-06-10,nowcast,1.2,1,1.4,1.1,1.2,0.05
MORELOS,2020-06-11,nowcast,1.2,1,1.4,1.1,1.2,0.04
MORELOS,2020-06-12,nowcast,1.2,1,1.4,1.1,1.3,0.03
MORELOS,2020-06-13,nowcast,1.2,1,1.4,1.1,1.3,0.03
MORELOS,2020-06-14,nowcast,1.2,1,1.4,1.1,1.3,0.04
MORELOS,2020-06-15,nowcast,1.2,1,1.4,1.1,1.2,0.07
MORELOS,2020-06-16,nowcast,1.1,0.9,1.3,1.1,1.2,0.12
MORELOS,2020-06-17,nowcast,1.1,0.9,1.3,1,1.2,0.25
MORELOS,2020-06-18,nowcast,1,0.8,1.2,0.9,1.1,0.46
MORELOS,2020-06-19,nowcast,0.9,0.7,1.1,0.8,1,0.69
MORELOS,2020-06-20,nowcast,0.9,0.7,1,0.8,0.9,0.88
MORELOS,2020-06-21,nowcast,0.8,0.6,1,0.8,0.9,0.96
MORELOS,2020-06-22,nowcast,0.8,0.6,1,0.7,0.9,0.98
MORELOS,2020-06-23,nowcast,0.8,0.6,0.9,0.7,0.9,0.99
MORELOS,2020-06-24,nowcast,0.8,0.6,0.9,0.8,0.9,0.98
MORELOS,2020-06-25,nowcast,0.8,0.6,1,0.7,0.9,0.96
MORELOS,2020-06-26,nowcast,0.8,0.7,1,0.7,0.9,0.96
MORELOS,2020-06-27,nowcast,0.8,0.7,1,0.7,0.9,0.96
MORELOS,2020-06-28,nowcast,0.8,0.7,1,0.7,0.9,0.94
MORELOS,2020-06-29,nowcast,0.8,0.6,1,0.7,0.9,0.94
MORELOS,2020-06-30,nowcast,0.8,0.6,1,0.8,0.9,0.94
MORELOS,2020-07-01,nowcast,0.8,0.6,1,0.8,0.9,0.94
MORELOS,2020-07-02,nowcast,0.8,0.7,1.1,0.8,0.9,0.89
MORELOS,2020-07-03,nowcast,0.9,0.7,1.1,0.8,0.9,0.83
MORELOS,2020-07-04,nowcast,0.9,0.7,1.1,0.8,1,0.76
MORELOS,2020-07-05,nowcast,0.9,0.7,1.2,0.8,1,0.65
MORELOS,2020-07-06,nowcast,1,0.8,1.2,0.9,1,0.6
MORELOS,2020-07-07,nowcast,1,0.8,1.2,0.9,1.1,0.53
MORELOS,2020-07-08,nowcast,1,0.8,1.2,0.9,1.1,0.43
MORELOS,2020-07-09,nowcast,1,0.9,1.3,0.9,1.1,0.34
MORELOS,2020-07-10,nowcast,1.1,0.8,1.3,1,1.1,0.29
MORELOS,2020-07-11,nowcast,1.1,0.9,1.3,1,1.2,0.25
MORELOS,2020-07-12,nowcast,1.1,0.9,1.3,1,1.2,0.23
MORELOS,2020-07-13,nowcast,1.1,0.9,1.3,1,1.2,0.26
MORELOS,2020-07-14,forecast,1.1,0.8,1.4,1,1.2,0.29
MORELOS,2020-07-15,forecast,1.1,0.8,1.4,1,1.2,0.3
MORELOS,2020-07-16,forecast,1.1,0.8,1.4,1,1.2,0.31
MORELOS,2020-07-17,forecast,1.1,0.7,1.5,0.9,1.2,0.32
MORELOS,2020-07-18,forecast,1.1,0.7,1.5,0.9,1.2,0.32
MORELOS,2020-07-19,forecast,1.1,0.7,1.5,1,1.3,0.32
MORELOS,2020-07-20,forecast,1.1,0.7,1.5,0.9,1.3,0.33
MORELOS,2020-07-21,forecast,1.1,0.7,1.6,0.9,1.3,0.34
MORELOS,2020-07-22,forecast,1.1,0.7,1.6,0.9,1.3,0.33
MORELOS,2020-07-23,forecast,1.1,0.6,1.6,0.9,1.3,0.33
MORELOS,2020-07-24,forecast,1.1,0.6,1.7,0.9,1.3,0.33
MORELOS,2020-07-25,forecast,1.1,0.6,1.7,0.9,1.3,0.33
MORELOS,2020-07-26,forecast,1.1,0.6,1.7,0.9,1.3,0.34
MORELOS,2020-07-27,forecast,1.1,0.6,1.7,0.9,1.4,0.33
NAYARIT,2020-04-23,nowcast,1.4,0.8,2,1.2,1.6,0.09
NAYARIT,2020-04-24,nowcast,1.4,0.9,2,1.2,1.6,0.09
NAYARIT,2020-04-25,nowcast,1.4,0.9,1.9,1.2,1.5,0.09
NAYARIT,2020-04-26,nowcast,1.4,0.9,1.9,1.2,1.5,0.09
NAYARIT,2020-04-27,nowcast,1.3,0.9,1.8,1.2,1.5,0.1
NAYARIT,2020-04-28,nowcast,1.3,0.9,1.8,1.1,1.5,0.11
NAYARIT,2020-04-29,nowcast,1.3,0.9,1.7,1.1,1.4,0.13
NAYARIT,2020-04-30,nowcast,1.2,0.8,1.7,1,1.4,0.16
NAYARIT,2020-05-01,nowcast,1.2,0.8,1.6,1,1.3,0.17
NAYARIT,2020-05-02,nowcast,1.2,0.8,1.5,1,1.3,0.22
NAYARIT,2020-05-03,nowcast,1.1,0.8,1.5,1,1.3,0.26
NAYARIT,2020-05-04,nowcast,1.1,0.7,1.4,1,1.2,0.32
NAYARIT,2020-05-05,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
NAYARIT,2020-05-06,nowcast,1,0.7,1.4,0.9,1.1,0.42
NAYARIT,2020-05-07,nowcast,1,0.7,1.4,0.9,1.2,0.45
NAYARIT,2020-05-08,nowcast,1,0.7,1.4,0.9,1.2,0.42
NAYARIT,2020-05-09,nowcast,1,0.7,1.4,0.9,1.1,0.41
NAYARIT,2020-05-10,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
NAYARIT,2020-05-11,nowcast,1.1,0.8,1.5,0.9,1.2,0.33
NAYARIT,2020-05-12,nowcast,1.1,0.8,1.4,1,1.2,0.31
NAYARIT,2020-05-13,nowcast,1.1,0.8,1.5,1,1.2,0.28
NAYARIT,2020-05-14,nowcast,1.1,0.8,1.5,1,1.2,0.24
NAYARIT,2020-05-15,nowcast,1.1,0.9,1.5,1,1.3,0.19
NAYARIT,2020-05-16,nowcast,1.2,0.9,1.5,1,1.3,0.16
NAYARIT,2020-05-17,nowcast,1.2,0.9,1.5,1,1.3,0.14
NAYARIT,2020-05-18,nowcast,1.2,0.9,1.5,1,1.3,0.14
NAYARIT,2020-05-19,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
NAYARIT,2020-05-20,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
NAYARIT,2020-05-21,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
NAYARIT,2020-05-22,nowcast,1.2,0.9,1.4,1.1,1.3,0.12
NAYARIT,2020-05-23,nowcast,1.2,0.9,1.5,1.1,1.3,0.13
NAYARIT,2020-05-24,nowcast,1.2,0.9,1.5,1.1,1.3,0.12
NAYARIT,2020-05-25,nowcast,1.2,0.9,1.4,1,1.2,0.14
NAYARIT,2020-05-26,nowcast,1.1,0.9,1.4,1,1.2,0.15
NAYARIT,2020-05-27,nowcast,1.1,0.9,1.4,1,1.2,0.16
NAYARIT,2020-05-28,nowcast,1.1,0.9,1.4,1,1.2,0.18
NAYARIT,2020-05-29,nowcast,1.1,0.9,1.4,1,1.2,0.18
NAYARIT,2020-05-30,nowcast,1.1,0.9,1.4,1,1.2,0.2
NAYARIT,2020-05-31,nowcast,1.1,0.9,1.3,1,1.2,0.21
NAYARIT,2020-06-01,nowcast,1.1,0.9,1.4,1,1.2,0.2
NAYARIT,2020-06-02,nowcast,1.1,0.9,1.3,1,1.2,0.21
NAYARIT,2020-06-03,nowcast,1.1,0.9,1.3,1,1.2,0.2
NAYARIT,2020-06-04,nowcast,1.1,0.9,1.3,1,1.2,0.2
NAYARIT,2020-06-05,nowcast,1.1,0.9,1.3,1,1.2,0.19
NAYARIT,2020-06-06,nowcast,1.1,0.9,1.3,1,1.2,0.19
NAYARIT,2020-06-07,nowcast,1.1,0.9,1.3,1,1.2,0.18
NAYARIT,2020-06-08,nowcast,1.1,0.9,1.3,1,1.2,0.18
NAYARIT,2020-06-09,nowcast,1.1,0.9,1.3,1,1.2,0.18
NAYARIT,2020-06-10,nowcast,1.1,0.9,1.3,1,1.2,0.17
NAYARIT,2020-06-11,nowcast,1.1,0.9,1.3,1,1.2,0.18
NAYARIT,2020-06-12,nowcast,1.1,0.9,1.3,1,1.2,0.18
NAYARIT,2020-06-13,nowcast,1.1,0.9,1.3,1,1.2,0.18
NAYARIT,2020-06-14,nowcast,1.1,0.9,1.3,1,1.2,0.21
NAYARIT,2020-06-15,nowcast,1.1,0.9,1.3,1,1.2,0.21
NAYARIT,2020-06-16,nowcast,1.1,0.9,1.3,1,1.2,0.22
NAYARIT,2020-06-17,nowcast,1.1,0.9,1.3,1,1.2,0.23
NAYARIT,2020-06-18,nowcast,1.1,0.9,1.3,1,1.1,0.24
NAYARIT,2020-06-19,nowcast,1.1,0.9,1.3,1,1.1,0.26
NAYARIT,2020-06-20,nowcast,1.1,0.9,1.2,1,1.1,0.27
NAYARIT,2020-06-21,nowcast,1.1,0.9,1.2,1,1.1,0.27
NAYARIT,2020-06-22,nowcast,1.1,0.9,1.2,1,1.1,0.28
NAYARIT,2020-06-23,nowcast,1.1,0.9,1.2,1,1.1,0.3
NAYARIT,2020-06-24,nowcast,1,0.9,1.2,1,1.1,0.32
NAYARIT,2020-06-25,nowcast,1,0.9,1.2,1,1.1,0.32
NAYARIT,2020-06-26,nowcast,1,0.9,1.2,1,1.1,0.34
NAYARIT,2020-06-27,nowcast,1,0.9,1.2,1,1.1,0.35
NAYARIT,2020-06-28,nowcast,1,0.8,1.2,1,1.1,0.39
NAYARIT,2020-06-29,nowcast,1,0.9,1.2,1,1.1,0.38
NAYARIT,2020-06-30,nowcast,1,0.9,1.2,1,1.1,0.41
NAYARIT,2020-07-01,nowcast,1,0.8,1.2,1,1.1,0.41
NAYARIT,2020-07-02,nowcast,1,0.9,1.2,1,1.1,0.41
NAYARIT,2020-07-03,nowcast,1,0.9,1.2,1,1.1,0.38
NAYARIT,2020-07-04,nowcast,1,0.9,1.2,1,1.1,0.33
NAYARIT,2020-07-05,nowcast,1,0.9,1.2,1,1.1,0.3
NAYARIT,2020-07-06,nowcast,1,0.9,1.2,1,1.1,0.3
NAYARIT,2020-07-07,nowcast,1,0.9,1.2,1,1.1,0.3
NAYARIT,2020-07-08,nowcast,1,0.9,1.2,1,1.1,0.31
NAYARIT,2020-07-09,nowcast,1,0.9,1.2,1,1.1,0.31
NAYARIT,2020-07-10,nowcast,1,0.9,1.2,1,1.1,0.33
NAYARIT,2020-07-11,nowcast,1,0.9,1.2,1,1.1,0.34
NAYARIT,2020-07-12,nowcast,1,0.9,1.2,1,1.1,0.33
NAYARIT,2020-07-13,nowcast,1,0.9,1.2,1,1.1,0.33
NAYARIT,2020-07-14,forecast,1,0.8,1.2,1,1.1,0.36
NAYARIT,2020-07-15,forecast,1,0.8,1.3,0.9,1.1,0.37
NAYARIT,2020-07-16,forecast,1,0.8,1.3,0.9,1.1,0.38
NAYARIT,2020-07-17,forecast,1,0.8,1.3,1,1.1,0.38
NAYARIT,2020-07-18,forecast,1,0.8,1.3,0.9,1.1,0.38
NAYARIT,2020-07-19,forecast,1,0.8,1.3,0.9,1.1,0.38
NAYARIT,2020-07-20,forecast,1,0.8,1.3,0.9,1.1,0.39
NAYARIT,2020-07-21,forecast,1,0.7,1.3,0.9,1.2,0.39
NAYARIT,2020-07-22,forecast,1,0.8,1.4,0.9,1.1,0.4
NAYARIT,2020-07-23,forecast,1,0.7,1.3,0.9,1.2,0.4
NAYARIT,2020-07-24,forecast,1,0.7,1.4,0.9,1.1,0.4
NAYARIT,2020-07-25,forecast,1,0.7,1.3,0.9,1.2,0.39
NAYARIT,2020-07-26,forecast,1,0.7,1.3,0.9,1.2,0.4
NAYARIT,2020-07-27,forecast,1.1,0.7,1.4,0.9,1.2,0.39
NUEVO LEÓN,2020-04-09,nowcast,1.3,0.8,1.9,1.1,1.5,0.12
NUEVO LEÓN,2020-04-10,nowcast,1.3,0.9,1.9,1.1,1.5,0.12
NUEVO LEÓN,2020-04-11,nowcast,1.3,0.8,1.8,1.1,1.5,0.12
NUEVO LEÓN,2020-04-12,nowcast,1.3,0.8,1.8,1.1,1.4,0.12
NUEVO LEÓN,2020-04-13,nowcast,1.3,0.8,1.8,1.1,1.4,0.13
NUEVO LEÓN,2020-04-14,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
NUEVO LEÓN,2020-04-15,nowcast,1.3,0.8,1.7,1.1,1.4,0.12
NUEVO LEÓN,2020-04-16,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
NUEVO LEÓN,2020-04-17,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
NUEVO LEÓN,2020-04-18,nowcast,1.3,0.9,1.6,1.1,1.4,0.11
NUEVO LEÓN,2020-04-19,nowcast,1.2,0.9,1.6,1.1,1.4,0.12
NUEVO LEÓN,2020-04-20,nowcast,1.2,0.9,1.6,1.1,1.4,0.12
NUEVO LEÓN,2020-04-21,nowcast,1.2,0.9,1.6,1.1,1.3,0.13
NUEVO LEÓN,2020-04-22,nowcast,1.2,0.9,1.5,1.1,1.3,0.12
NUEVO LEÓN,2020-04-23,nowcast,1.2,0.9,1.5,1.1,1.3,0.12
NUEVO LEÓN,2020-04-24,nowcast,1.2,0.9,1.6,1.1,1.3,0.09
NUEVO LEÓN,2020-04-25,nowcast,1.2,0.9,1.6,1.1,1.3,0.08
NUEVO LEÓN,2020-04-26,nowcast,1.2,0.9,1.6,1.1,1.4,0.07
NUEVO LEÓN,2020-04-27,nowcast,1.2,0.9,1.5,1.1,1.3,0.07
NUEVO LEÓN,2020-04-28,nowcast,1.2,1,1.5,1.1,1.3,0.08
NUEVO LEÓN,2020-04-29,nowcast,1.2,0.9,1.5,1.1,1.3,0.11
NUEVO LEÓN,2020-04-30,nowcast,1.2,0.9,1.4,1.1,1.3,0.13
NUEVO LEÓN,2020-05-01,nowcast,1.2,0.9,1.4,1.1,1.3,0.15
NUEVO LEÓN,2020-05-02,nowcast,1.1,0.9,1.4,1,1.2,0.18
NUEVO LEÓN,2020-05-03,nowcast,1.1,0.8,1.4,1,1.2,0.22
NUEVO LEÓN,2020-05-04,nowcast,1.1,0.8,1.3,1,1.2,0.26
NUEVO LEÓN,2020-05-05,nowcast,1.1,0.8,1.3,1,1.2,0.3
NUEVO LEÓN,2020-05-06,nowcast,1.1,0.8,1.3,1,1.2,0.32
NUEVO LEÓN,2020-05-07,nowcast,1.1,0.8,1.3,1,1.1,0.3
NUEVO LEÓN,2020-05-08,nowcast,1.1,0.8,1.3,1,1.2,0.25
NUEVO LEÓN,2020-05-09,nowcast,1.1,0.9,1.3,1,1.2,0.2
NUEVO LEÓN,2020-05-10,nowcast,1.1,0.9,1.4,1,1.2,0.18
NUEVO LEÓN,2020-05-11,nowcast,1.1,0.9,1.4,1,1.2,0.14
NUEVO LEÓN,2020-05-12,nowcast,1.1,0.9,1.4,1,1.2,0.14
NUEVO LEÓN,2020-05-13,nowcast,1.1,0.9,1.4,1,1.2,0.14
NUEVO LEÓN,2020-05-14,nowcast,1.1,0.9,1.4,1,1.2,0.14
NUEVO LEÓN,2020-05-15,nowcast,1.1,0.9,1.4,1,1.2,0.15
NUEVO LEÓN,2020-05-16,nowcast,1.1,0.9,1.3,1,1.2,0.2
NUEVO LEÓN,2020-05-17,nowcast,1.1,0.9,1.3,1,1.2,0.23
NUEVO LEÓN,2020-05-18,nowcast,1.1,0.9,1.3,1,1.1,0.27
NUEVO LEÓN,2020-05-19,nowcast,1.1,0.9,1.3,1,1.2,0.27
NUEVO LEÓN,2020-05-20,nowcast,1.1,0.9,1.3,1,1.1,0.22
NUEVO LEÓN,2020-05-21,nowcast,1.1,0.9,1.3,1,1.2,0.18
NUEVO LEÓN,2020-05-22,nowcast,1.1,0.9,1.3,1,1.2,0.13
NUEVO LEÓN,2020-05-23,nowcast,1.2,0.9,1.4,1.1,1.2,0.08
NUEVO LEÓN,2020-05-24,nowcast,1.2,1,1.4,1.1,1.2,0.06
NUEVO LEÓN,2020-05-25,nowcast,1.2,1,1.4,1.1,1.2,0.04
NUEVO LEÓN,2020-05-26,nowcast,1.2,1,1.4,1.1,1.3,0.03
NUEVO LEÓN,2020-05-27,nowcast,1.2,1,1.4,1.1,1.3,0.02
NUEVO LEÓN,2020-05-28,nowcast,1.2,1.1,1.5,1.2,1.3,0.01
NUEVO LEÓN,2020-05-29,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
NUEVO LEÓN,2020-05-30,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
NUEVO LEÓN,2020-05-31,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
NUEVO LEÓN,2020-06-01,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
NUEVO LEÓN,2020-06-02,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
NUEVO LEÓN,2020-06-03,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
NUEVO LEÓN,2020-06-04,nowcast,1.3,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-05,nowcast,1.3,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-06,nowcast,1.3,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-07,nowcast,1.3,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-08,nowcast,1.3,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-09,nowcast,1.3,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-10,nowcast,1.2,1.1,1.4,1.2,1.3,0
NUEVO LEÓN,2020-06-11,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
NUEVO LEÓN,2020-06-12,nowcast,1.2,1.1,1.3,1.1,1.3,0.02
NUEVO LEÓN,2020-06-13,nowcast,1.2,1,1.3,1.1,1.2,0.02
NUEVO LEÓN,2020-06-14,nowcast,1.1,1,1.3,1.1,1.2,0.03
NUEVO LEÓN,2020-06-15,nowcast,1.1,1,1.3,1.1,1.2,0.04
NUEVO LEÓN,2020-06-16,nowcast,1.1,1,1.3,1.1,1.2,0.02
NUEVO LEÓN,2020-06-17,nowcast,1.2,1,1.3,1.1,1.2,0.01
NUEVO LEÓN,2020-06-18,nowcast,1.2,1.1,1.3,1.1,1.2,0
NUEVO LEÓN,2020-06-19,nowcast,1.2,1.1,1.3,1.1,1.2,0
NUEVO LEÓN,2020-06-20,nowcast,1.2,1.1,1.3,1.1,1.2,0
NUEVO LEÓN,2020-06-21,nowcast,1.2,1.1,1.3,1.2,1.2,0
NUEVO LEÓN,2020-06-22,nowcast,1.2,1.1,1.3,1.2,1.2,0
NUEVO LEÓN,2020-06-23,nowcast,1.2,1.1,1.3,1.2,1.2,0
NUEVO LEÓN,2020-06-24,nowcast,1.2,1.1,1.3,1.2,1.2,0
NUEVO LEÓN,2020-06-25,nowcast,1.2,1.1,1.3,1.1,1.2,0
NUEVO LEÓN,2020-06-26,nowcast,1.2,1,1.3,1.1,1.2,0.01
NUEVO LEÓN,2020-06-27,nowcast,1.1,1,1.2,1.1,1.2,0.02
NUEVO LEÓN,2020-06-28,nowcast,1.1,1,1.2,1.1,1.1,0.07
NUEVO LEÓN,2020-06-29,nowcast,1.1,1,1.2,1,1.1,0.14
NUEVO LEÓN,2020-06-30,nowcast,1,0.9,1.1,1,1.1,0.23
NUEVO LEÓN,2020-07-01,nowcast,1,1,1.1,1,1.1,0.22
NUEVO LEÓN,2020-07-02,nowcast,1,1,1.1,1,1.1,0.24
NUEVO LEÓN,2020-07-03,nowcast,1,1,1.1,1,1.1,0.22
NUEVO LEÓN,2020-07-04,nowcast,1,1,1.1,1,1.1,0.22
