region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
HIDALGO,2020-03-20,1,1,1,1,1,1
HIDALGO,2020-03-21,1,1,1,1,1,1
HIDALGO,2020-03-22,2,1,2,2,2,1
HIDALGO,2020-03-23,2,2,2,2,2,1
HIDALGO,2020-03-24,2,2,2,2,2,1
HIDALGO,2020-03-25,3,2,3,3,3,1
HIDALGO,2020-03-26,3,3,3,3,3,1
HIDALGO,2020-03-27,3,3,3,3,3,1
HIDALGO,2020-03-28,3,3,4,3,3,1
HIDALGO,2020-03-29,4,3,4,4,4,1
HIDALGO,2020-03-30,4,4,4,4,4,1
HIDALGO,2020-03-31,4,4,4,4,4,1
HIDALGO,2020-04-01,4,4,5,4,4,1
HIDALGO,2020-04-02,5,5,5,5,5,1
HIDALGO,2020-04-03,5,5,5,5,5,1
HIDALGO,2020-04-04,6,5,6,6,6,1
HIDALGO,2020-04-05,7,6,7,7,7,1
HIDALGO,2020-04-06,7,7,8,7,7,1
HIDALGO,2020-04-07,8,8,9,8,8,1
HIDALGO,2020-04-08,9,9,10,9,9,1
HIDALGO,2020-04-09,10,10,11,10,10,1
HIDALGO,2020-04-10,12,11,12,11,12,0.99
HIDALGO,2020-04-11,13,12,13,13,13,0.99
HIDALGO,2020-04-12,14,14,15,14,14,0.99
HIDALGO,2020-04-13,15,15,16,15,15,0.99
HIDALGO,2020-04-14,16,16,17,16,16,0.99
HIDALGO,2020-04-15,17,17,18,17,17,0.98
HIDALGO,2020-04-16,18,17,19,18,18,0.98
HIDALGO,2020-04-17,19,18,21,19,19,0.97
HIDALGO,2020-04-18,20,19,22,19,20,0.96
HIDALGO,2020-04-19,21,20,23,20,21,0.96
HIDALGO,2020-04-20,22,21,24,21,22,0.95
HIDALGO,2020-04-21,24,22,25,23,24,0.93
HIDALGO,2020-04-22,24,22,26,23,24,0.92
HIDALGO,2020-04-23,25,23,28,24,26,0.9
HIDALGO,2020-04-24,26,23,29,24,26,0.87
HIDALGO,2020-04-25,27,23,30,26,28,0.85
HIDALGO,2020-04-26,28,25,33,26,29,0.82
HIDALGO,2020-04-27,30,26,35,26,30,0.78
HIDALGO,2020-04-28,32,26,37,28,32,0.73
HIDALGO,2020-04-29,34,27,40,29,34,0.68
HIDALGO,2020-04-30,35,26,41,29,35,0.62
HIDALGO,2020-05-01,35,27,44,31,37,0.55
HIDALGO,2020-05-02,36,24,45,28,37,0.47
HIDALGO,2020-05-03,37,26,50,28,38,0.39
HIDALGO,2020-05-04,38,22,52,28,40,0.3
JALISCO,2020-03-14,1,1,1,1,1,1
JALISCO,2020-03-15,1,1,1,1,1,1
JALISCO,2020-03-16,1,1,1,1,1,1
JALISCO,2020-03-17,1,1,1,1,1,1
JALISCO,2020-03-18,1,1,1,1,1,1
JALISCO,2020-03-19,2,1,2,2,2,1
JALISCO,2020-03-20,2,2,2,2,2,1
JALISCO,2020-03-21,2,2,3,2,2,1
JALISCO,2020-03-22,3,3,3,3,3,1
JALISCO,2020-03-23,3,3,4,3,3,1
JALISCO,2020-03-24,4,4,4,4,4,1
JALISCO,2020-03-25,4,4,4,4,4,1
JALISCO,2020-03-26,5,5,5,5,5,1
JALISCO,2020-03-27,5,5,5,5,5,1
JALISCO,2020-03-28,5,5,5,5,5,1
JALISCO,2020-03-29,5,5,5,5,5,1
JALISCO,2020-03-30,5,5,5,5,5,1
JALISCO,2020-03-31,6,6,6,6,6,1
JALISCO,2020-04-01,6,6,6,6,6,1
JALISCO,2020-04-02,6,6,6,6,6,1
JALISCO,2020-04-03,7,6,7,7,7,1
JALISCO,2020-04-04,7,7,7,7,7,1
JALISCO,2020-04-05,8,8,8,8,8,1
JALISCO,2020-04-06,8,8,9,8,8,1
JALISCO,2020-04-07,9,9,9,9,9,1
JALISCO,2020-04-08,10,9,10,10,10,1
JALISCO,2020-04-09,10,10,11,10,10,1
JALISCO,2020-04-10,11,11,11,11,11,0.99
JALISCO,2020-04-11,12,11,12,12,12,0.99
JALISCO,2020-04-12,13,12,14,13,13,0.99
JALISCO,2020-04-13,14,13,14,14,14,0.99
JALISCO,2020-04-14,14,14,15,14,14,0.99
JALISCO,2020-04-15,15,15,16,15,15,0.98
JALISCO,2020-04-16,16,15,17,16,16,0.98
JALISCO,2020-04-17,17,16,18,16,17,0.97
JALISCO,2020-04-18,17,17,19,17,17,0.96
JALISCO,2020-04-19,19,18,20,18,19,0.96
JALISCO,2020-04-20,20,19,22,19,20,0.95
JALISCO,2020-04-21,21,20,23,20,21,0.93
JALISCO,2020-04-22,23,21,25,22,23,0.92
JALISCO,2020-04-23,23,21,26,21,23,0.9
JALISCO,2020-04-24,25,22,28,23,25,0.87
JALISCO,2020-04-25,26,22,29,24,26,0.85
JALISCO,2020-04-26,27,22,30,24,27,0.82
JALISCO,2020-04-27,27,23,31,26,29,0.78
JALISCO,2020-04-28,28,23,33,25,29,0.73
JALISCO,2020-04-29,29,22,34,26,30,0.68
JALISCO,2020-04-30,29,23,36,26,31,0.62
JALISCO,2020-05-01,31,22,38,27,33,0.55
JALISCO,2020-05-02,32,23,42,25,33,0.47
JALISCO,2020-05-03,33,20,44,26,35,0.39
JALISCO,2020-05-04,33,19,48,25,36,0.3
MEXICO,2020-03-05,1,1,1,1,1,1
MEXICO,2020-03-06,1,1,1,1,1,1
MEXICO,2020-03-07,1,1,1,1,1,1
MEXICO,2020-03-08,1,1,1,1,1,1
MEXICO,2020-03-09,1,1,2,1,1,1
MEXICO,2020-03-10,2,1,2,2,2,1
MEXICO,2020-03-11,2,2,3,2,2,1
MEXICO,2020-03-12,3,3,4,3,3,1
MEXICO,2020-03-13,4,3,4,4,4,1
MEXICO,2020-03-14,5,4,6,5,5,1
MEXICO,2020-03-15,6,5,7,6,6,1
MEXICO,2020-03-16,8,7,9,7,8,1
MEXICO,2020-03-17,9,8,10,8,9,1
MEXICO,2020-03-18,11,10,13,10,11,1
MEXICO,2020-03-19,14,12,15,13,14,1
MEXICO,2020-03-20,17,15,19,16,17,1
MEXICO,2020-03-21,20,18,22,20,21,1
MEXICO,2020-03-22,24,22,26,24,25,1
MEXICO,2020-03-23,29,27,31,27,29,1
MEXICO,2020-03-24,34,31,36,32,34,1
MEXICO,2020-03-25,40,37,42,38,40,1
MEXICO,2020-03-26,46,43,48,44,46,1
MEXICO,2020-03-27,52,49,54,50,52,1
MEXICO,2020-03-28,59,57,61,58,59,1
MEXICO,2020-03-29,65,63,67,64,65,1
MEXICO,2020-03-30,70,68,72,69,70,1
MEXICO,2020-03-31,74,72,76,74,75,1
MEXICO,2020-04-01,78,75,80,76,78,1
MEXICO,2020-04-02,81,78,84,79,81,1
MEXICO,2020-04-03,86,83,89,84,86,1
MEXICO,2020-04-04,92,88,95,89,92,1
MEXICO,2020-04-05,98,94,102,96,99,1
MEXICO,2020-04-06,106,102,110,104,107,1
MEXICO,2020-04-07,116,110,119,113,116,1
MEXICO,2020-04-08,125,120,129,123,126,1
MEXICO,2020-04-09,136,131,140,134,137,1
MEXICO,2020-04-10,147,142,151,145,148,0.99
MEXICO,2020-04-11,158,153,162,155,158,0.99
MEXICO,2020-04-12,169,164,173,167,170,0.99
MEXICO,2020-04-13,180,175,184,178,181,0.99
MEXICO,2020-04-14,192,187,196,189,192,0.99
MEXICO,2020-04-15,202,197,206,198,202,0.98
MEXICO,2020-04-16,212,207,216,210,213,0.98
MEXICO,2020-04-17,219,214,223,215,219,0.97
MEXICO,2020-04-18,224,218,229,221,225,0.96
MEXICO,2020-04-19,230,223,235,227,231,0.96
MEXICO,2020-04-20,236,229,242,232,237,0.95
MEXICO,2020-04-21,245,237,252,241,247,0.93
MEXICO,2020-04-22,258,250,266,255,261,0.92
MEXICO,2020-04-23,269,259,277,263,270,0.9
MEXICO,2020-04-24,275,264,285,269,277,0.87
MEXICO,2020-04-25,283,273,296,277,286,0.85
MEXICO,2020-04-26,288,273,300,282,292,0.82
MEXICO,2020-04-27,294,279,309,287,299,0.78
MEXICO,2020-04-28,301,285,318,293,306,0.73
MEXICO,2020-04-29,307,286,325,299,314,0.68
MEXICO,2020-04-30,313,288,333,303,321,0.62
MEXICO,2020-05-01,320,292,346,309,330,0.55
MEXICO,2020-05-02,317,287,348,299,324,0.47
MEXICO,2020-05-03,312,275,348,289,320,0.39
MEXICO,2020-05-04,318,280,368,299,335,0.3
MICHOACAN,2020-03-18,1,1,1,1,1,1
MICHOACAN,2020-03-19,1,1,1,1,1,1
MICHOACAN,2020-03-20,1,1,1,1,1,1
MICHOACAN,2020-03-21,1,1,1,1,1,1
MICHOACAN,2020-03-22,1,1,2,1,1,1
MICHOACAN,2020-03-23,2,2,2,2,2,1
MICHOACAN,2020-03-24,2,2,2,2,2,1
MICHOACAN,2020-03-25,3,2,3,3,3,1
MICHOACAN,2020-03-26,3,3,3,3,3,1
MICHOACAN,2020-03-27,4,3,4,4,4,1
MICHOACAN,2020-03-28,4,4,4,4,4,1
MICHOACAN,2020-03-29,5,5,5,5,5,1
MICHOACAN,2020-03-30,5,5,5,5,5,1
MICHOACAN,2020-03-31,6,6,6,6,6,1
MICHOACAN,2020-04-01,6,6,7,6,6,1
MICHOACAN,2020-04-02,7,7,7,7,7,1
MICHOACAN,2020-04-03,8,8,8,8,8,1
MICHOACAN,2020-04-04,8,8,9,8,8,1
MICHOACAN,2020-04-05,9,9,9,9,9,1
MICHOACAN,2020-04-06,10,10,10,10,10,1
MICHOACAN,2020-04-07,11,10,11,11,11,1
MICHOACAN,2020-04-08,12,11,12,12,12,1
MICHOACAN,2020-04-09,13,12,13,13,13,1
MICHOACAN,2020-04-10,13,13,14,13,13,0.99
MICHOACAN,2020-04-11,14,14,15,14,14,0.99
MICHOACAN,2020-04-12,15,15,16,15,15,0.99
MICHOACAN,2020-04-13,16,15,17,16,16,0.99
MICHOACAN,2020-04-14,17,16,18,17,17,0.99
MICHOACAN,2020-04-15,18,17,19,18,18,0.98
MICHOACAN,2020-04-16,19,18,20,19,19,0.98
MICHOACAN,2020-04-17,20,20,22,20,20,0.97
MICHOACAN,2020-04-18,22,21,23,21,22,0.96
MICHOACAN,2020-04-19,23,21,24,22,23,0.96
MICHOACAN,2020-04-20,23,22,25,22,23,0.95
MICHOACAN,2020-04-21,25,23,27,24,25,0.93
MICHOACAN,2020-04-22,25,23,28,23,25,0.92
MICHOACAN,2020-04-23,26,23,28,24,26,0.9
MICHOACAN,2020-04-24,25,22,28,23,25,0.87
MICHOACAN,2020-04-25,26,23,29,24,26,0.85
MICHOACAN,2020-04-26,26,22,29,23,26,0.82
MICHOACAN,2020-04-27,27,23,31,25,28,0.78
MICHOACAN,2020-04-28,30,24,35,26,30,0.73
MICHOACAN,2020-04-29,33,26,39,28,33,0.68
MICHOACAN,2020-04-30,35,28,43,30,36,0.62
MICHOACAN,2020-05-01,36,27,45,30,37,0.55
MICHOACAN,2020-05-02,37,27,47,31,39,0.47
MICHOACAN,2020-05-03,38,24,49,30,40,0.39
MICHOACAN,2020-05-04,39,25,56,28,41,0.3
MORELOS,2020-03-17,1,1,1,1,1,1
MORELOS,2020-03-18,1,1,1,1,1,1
MORELOS,2020-03-19,1,1,1,1,1,1
MORELOS,2020-03-20,1,1,1,1,1,1
MORELOS,2020-03-21,1,1,1,1,1,1
MORELOS,2020-03-22,2,1,2,2,2,1
MORELOS,2020-03-23,2,2,2,2,2,1
MORELOS,2020-03-24,2,2,2,2,2,1
MORELOS,2020-03-25,3,3,3,3,3,1
MORELOS,2020-03-26,3,3,3,3,3,1
MORELOS,2020-03-27,4,4,4,4,4,1
MORELOS,2020-03-28,4,4,4,4,4,1
MORELOS,2020-03-29,5,4,5,5,5,1
MORELOS,2020-03-30,5,5,5,5,5,1
MORELOS,2020-03-31,6,5,6,6,6,1
MORELOS,2020-04-01,6,6,6,6,6,1
MORELOS,2020-04-02,7,6,7,7,7,1
MORELOS,2020-04-03,7,7,8,7,7,1
MORELOS,2020-04-04,8,7,8,8,8,1
MORELOS,2020-04-05,9,8,9,9,9,1
MORELOS,2020-04-06,10,9,10,10,10,1
MORELOS,2020-04-07,11,10,11,11,11,1
MORELOS,2020-04-08,12,11,13,12,12,1
MORELOS,2020-04-09,13,13,14,13,13,1
MORELOS,2020-04-10,15,14,16,15,15,0.99
MORELOS,2020-04-11,17,16,18,16,17,0.99
MORELOS,2020-04-12,19,18,20,18,19,0.99
MORELOS,2020-04-13,21,20,22,20,21,0.99
MORELOS,2020-04-14,23,22,25,22,23,0.99
MORELOS,2020-04-15,26,24,27,25,26,0.98
MORELOS,2020-04-16,29,27,30,28,29,0.98
MORELOS,2020-04-17,32,31,34,31,32,0.97
MORELOS,2020-04-18,34,33,36,33,34,0.96
MORELOS,2020-04-19,37,35,38,36,37,0.96
MORELOS,2020-04-20,39,37,41,37,39,0.95
MORELOS,2020-04-21,41,39,44,39,41,0.93
MORELOS,2020-04-22,44,41,47,42,44,0.92
MORELOS,2020-04-23,45,42,49,44,46,0.9
MORELOS,2020-04-24,46,42,50,43,46,0.87
MORELOS,2020-04-25,47,42,51,45,48,0.85
MORELOS,2020-04-26,47,42,52,44,48,0.82
MORELOS,2020-04-27,48,41,53,45,49,0.78
MORELOS,2020-04-28,48,40,54,44,49,0.73
MORELOS,2020-04-29,49,40,56,44,50,0.68
MORELOS,2020-04-30,47,38,55,43,49,0.62
MORELOS,2020-05-01,46,35,55,39,47,0.55
MORELOS,2020-05-02,45,35,57,37,46,0.47
MORELOS,2020-05-03,45,32,59,37,48,0.39
MORELOS,2020-05-04,43,28,59,33,46,0.3
NACIONAL,2020-02-20,1,1,1,1,1,1
NACIONAL,2020-02-21,1,1,1,1,1,1
NACIONAL,2020-02-22,1,1,1,1,1,1
NACIONAL,2020-02-23,1,1,1,1,1,1
NACIONAL,2020-02-24,1,1,1,1,1,1
NACIONAL,2020-02-25,1,1,1,1,1,1
NACIONAL,2020-02-26,1,1,2,1,1,1
NACIONAL,2020-02-27,2,1,3,2,2,1
NACIONAL,2020-02-28,3,2,3,2,3,1
NACIONAL,2020-02-29,3,2,4,3,3,1
NACIONAL,2020-03-01,4,3,5,3,4,1
NACIONAL,2020-03-02,6,4,7,5,6,1
NACIONAL,2020-03-03,7,6,9,6,7,1
NACIONAL,2020-03-04,9,7,11,8,9,1
NACIONAL,2020-03-05,11,8,13,9,11,1
NACIONAL,2020-03-06,14,11,17,12,14,1
NACIONAL,2020-03-07,17,14,21,15,18,1
NACIONAL,2020-03-08,22,17,25,19,22,1
NACIONAL,2020-03-09,27,23,32,23,27,1
NACIONAL,2020-03-10,33,27,38,31,35,1
NACIONAL,2020-03-11,41,35,47,37,42,1
NACIONAL,2020-03-12,50,43,57,45,51,1
NACIONAL,2020-03-13,61,53,69,58,64,1
NACIONAL,2020-03-14,74,65,83,70,77,1
NACIONAL,2020-03-15,89,79,99,85,93,1
NACIONAL,2020-03-16,108,96,118,101,110,1
NACIONAL,2020-03-17,128,116,140,121,131,1
NACIONAL,2020-03-18,152,140,165,147,157,1
NACIONAL,2020-03-19,179,165,191,171,182,1
NACIONAL,2020-03-20,209,196,222,201,212,1
NACIONAL,2020-03-21,241,228,253,236,246,1
NACIONAL,2020-03-22,274,262,285,270,279,1
NACIONAL,2020-03-23,307,298,318,303,311,1
NACIONAL,2020-03-24,338,329,346,332,339,1
NACIONAL,2020-03-25,362,356,369,359,364,1
NACIONAL,2020-03-26,377,369,382,373,378,1
NACIONAL,2020-03-27,378,370,386,374,380,1
NACIONAL,2020-03-28,372,359,386,364,375,1
NACIONAL,2020-03-29,403,389,416,396,407,1
NACIONAL,2020-03-30,431,418,444,423,434,1
NACIONAL,2020-03-31,457,445,472,451,462,1
NACIONAL,2020-04-01,482,467,497,475,487,1
NACIONAL,2020-04-02,508,492,524,502,515,1
NACIONAL,2020-04-03,538,517,553,527,542,0.99
NACIONAL,2020-04-04,571.5,552,590,563,578,0.99
NACIONAL,2020-04-05,610,592,631,603,619,0.99
NACIONAL,2020-04-06,649,629,670,641,658,0.99
NACIONAL,2020-04-07,694,672,715,682,700,0.99
NACIONAL,2020-04-08,742,720,764,731,749,0.98
NACIONAL,2020-04-09,794,773,817,779,798,0.98
NACIONAL,2020-04-10,847,824,868,836,853,0.97
NACIONAL,2020-04-11,901,880,922,889,906,0.96
NACIONAL,2020-04-12,953,932,974,941,958,0.96
NACIONAL,2020-04-13,1001,978,1020,991,1008,0.94
NACIONAL,2020-04-14,1048,1027,1068,1032,1050,0.93
NACIONAL,2020-04-15,1094,1071,1114,1082,1099,0.92
NACIONAL,2020-04-16,1139,1115,1158,1129,1146,0.9
NACIONAL,2020-04-17,1172,1148,1195,1158,1177,0.87
NACIONAL,2020-04-18,1195,1167,1221,1180,1200,0.85
NACIONAL,2020-04-19,1223,1193,1253,1213,1236,0.81
NACIONAL,2020-04-20,1262,1225,1294,1250,1277,0.78
NACIONAL,2020-04-21,1314,1271,1350,1295,1324,0.73
NACIONAL,2020-04-22,1374,1332,1415,1354,1389,0.68
NACIONAL,2020-04-23,1424.5,1372,1469,1399,1440,0.62
NACIONAL,2020-04-24,1465,1405,1518,1443,1485,0.55
NACIONAL,2020-04-25,1506.5,1440,1575,1483,1536,0.47
NACIONAL,2020-04-26,1533,1450,1614,1497,1565,0.39
NACIONAL,2020-04-27,1574,1478,1673,1525,1604,0.3
NAYARIT,2020-03-24,1,1,1,1,1,1
NAYARIT,2020-03-25,1,1,1,1,1,1
NAYARIT,2020-03-26,1,1,1,1,1,1
NAYARIT,2020-03-27,1,1,1,1,1,1
NAYARIT,2020-03-28,1,1,1,1,1,1
NAYARIT,2020-03-29,1,1,1,1,1,1
NAYARIT,2020-03-30,2,2,2,2,2,1
NAYARIT,2020-03-31,2,2,2,2,2,1
NAYARIT,2020-04-01,2,2,2,2,2,1
NAYARIT,2020-04-02,2,2,2,2,2,1
NAYARIT,2020-04-03,2,2,2,2,2,0.99
NAYARIT,2020-04-04,2,2,2,2,2,0.99
NAYARIT,2020-04-05,2,2,2,2,2,0.99
NAYARIT,2020-04-06,2,2,2,2,2,0.99
NAYARIT,2020-04-07,2,2,3,2,2,0.99
NAYARIT,2020-04-08,3,2,3,3,3,0.98
NAYARIT,2020-04-09,3,3,3,3,3,0.98
NAYARIT,2020-04-10,3,3,4,3,3,0.97
NAYARIT,2020-04-11,3,3,4,3,3,0.96
NAYARIT,2020-04-12,4,3,5,4,4,0.96
NAYARIT,2020-04-13,4,4,5,4,4,0.94
NAYARIT,2020-04-14,4,4,5,4,4,0.93
NAYARIT,2020-04-15,4,4,5,4,4,0.92
NAYARIT,2020-04-16,5,5,7,5,5,0.9
NAYARIT,2020-04-17,6,5,7,5,6,0.87
NAYARIT,2020-04-18,6,5,8,5,6,0.85
NAYARIT,2020-04-19,6,5,8,5,6,0.81
NAYARIT,2020-04-20,8,6,10,6,8,0.78
NAYARIT,2020-04-21,8,6,11,6,8,0.73
NAYARIT,2020-04-22,9,6,12,7,9,0.68
NAYARIT,2020-04-23,10,6,14,7,10,0.62
NAYARIT,2020-04-24,11,6,16,7,11,0.55
NAYARIT,2020-04-25,11,6,17,9,13,0.47
NAYARIT,2020-04-26,11,4,17,6,11,0.39
NAYARIT,2020-04-27,12,4,21,6,13,0.3
NUEVO LEON,2020-03-16,1,1,1,1,1,1
NUEVO LEON,2020-03-17,1,1,1,1,1,1
NUEVO LEON,2020-03-18,1,1,1,1,1,1
NUEVO LEON,2020-03-19,1,1,1,1,1,1
NUEVO LEON,2020-03-20,1,1,1,1,1,1
NUEVO LEON,2020-03-21,1,1,2,1,1,1
NUEVO LEON,2020-03-22,2,2,2,2,2,1
NUEVO LEON,2020-03-23,2,2,2,2,2,1
NUEVO LEON,2020-03-24,3,2,3,3,3,1
NUEVO LEON,2020-03-25,3,3,3,3,3,1
NUEVO LEON,2020-03-26,4,3,4,4,4,1
NUEVO LEON,2020-03-27,4,4,4,4,4,1
NUEVO LEON,2020-03-28,5,4,5,5,5,1
NUEVO LEON,2020-03-29,5,5,5,5,5,1
NUEVO LEON,2020-03-30,6,5,6,6,6,1
NUEVO LEON,2020-03-31,6,6,6,6,6,1
NUEVO LEON,2020-04-01,7,7,7,7,7,1
NUEVO LEON,2020-04-02,8,7,8,8,8,1
NUEVO LEON,2020-04-03,8,8,8,8,8,0.99
NUEVO LEON,2020-04-04,9,8,9,9,9,0.99
NUEVO LEON,2020-04-05,9,9,10,9,9,0.99
NUEVO LEON,2020-04-06,10,10,11,10,10,0.99
NUEVO LEON,2020-04-07,11,10,11,10,11,0.99
NUEVO LEON,2020-04-08,11,11,12,11,11,0.98
NUEVO LEON,2020-04-09,12,12,13,12,12,0.98
NUEVO LEON,2020-04-10,12,12,14,12,12,0.97
NUEVO LEON,2020-04-11,13,13,15,13,13,0.96
NUEVO LEON,2020-04-12,14,14,16,13,14,0.96
NUEVO LEON,2020-04-13,15,14,17,14,15,0.94
NUEVO LEON,2020-04-14,16,15,18,15,16,0.93
NUEVO LEON,2020-04-15,16,15,18,15,16,0.92
NUEVO LEON,2020-04-16,18,16,20,17,18,0.9
NUEVO LEON,2020-04-17,18,16,21,16,18,0.87
NUEVO LEON,2020-04-18,18,15,21,16,18,0.85
NUEVO LEON,2020-04-19,18,15,21,16,18,0.81
NUEVO LEON,2020-04-20,21,17,24,18,21,0.78
NUEVO LEON,2020-04-21,22,18,27,21,24,0.73
NUEVO LEON,2020-04-22,25,19,30,21,25,0.68
NUEVO LEON,2020-04-23,27,20,33,23,28,0.62
NUEVO LEON,2020-04-24,29,20,36,24,30,0.55
NUEVO LEON,2020-04-25,31,20,39,24,32,0.47
NUEVO LEON,2020-04-26,31,20,42,24,33,0.39
NUEVO LEON,2020-04-27,32,20,47,25,35,0.3
OAXACA,2020-03-21,1,1,1,1,1,1
OAXACA,2020-03-22,1,1,1,1,1,1
OAXACA,2020-03-23,1,1,1,1,1,1
OAXACA,2020-03-24,1,1,1,1,1,1
OAXACA,2020-03-25,1,1,1,1,1,1
OAXACA,2020-03-26,1,1,2,1,1,1
OAXACA,2020-03-27,2,2,2,2,2,1
OAXACA,2020-03-28,2,2,2,2,2,1
OAXACA,2020-03-29,2,2,2,2,2,1
OAXACA,2020-03-30,2,2,3,2,2,1
OAXACA,2020-03-31,3,3,3,3,3,1
OAXACA,2020-04-01,3,3,3,3,3,1
OAXACA,2020-04-02,2,2,3,2,2,1
OAXACA,2020-04-03,2,2,3,2,2,0.99
OAXACA,2020-04-04,3,3,3,3,3,0.99
OAXACA,2020-04-05,3,3,3,3,3,0.99
OAXACA,2020-04-06,3,3,4,3,3,0.99
OAXACA,2020-04-07,4,4,4,4,4,0.99
OAXACA,2020-04-08,4,4,4,4,4,0.98
OAXACA,2020-04-09,5,5,6,5,5,0.98
OAXACA,2020-04-10,5,5,6,5,5,0.97
OAXACA,2020-04-11,5,5,6,5,5,0.96
OAXACA,2020-04-12,5,5,7,5,5,0.96
OAXACA,2020-04-13,6,6,7,6,6,0.94
OAXACA,2020-04-14,6,6,8,6,6,0.93
OAXACA,2020-04-15,6,6,8,6,6,0.92
OAXACA,2020-04-16,7,6,9,6,7,0.9
OAXACA,2020-04-17,8,7,10,7,8,0.87
OAXACA,2020-04-18,8,7,10,7,8,0.85
OAXACA,2020-04-19,8,7,11,7,8,0.81
OAXACA,2020-04-20,9,6,11,7,9,0.78
OAXACA,2020-04-21,8,6,11,6,8,0.73
OAXACA,2020-04-22,9,6,12,7,9,0.68
OAXACA,2020-04-23,10,6,14,7,10,0.62
OAXACA,2020-04-24,10,6,15,8,11,0.55
OAXACA,2020-04-25,11,6,17,8,12,0.47
OAXACA,2020-04-26,11,5,18,7,12,0.39
OAXACA,2020-04-27,11,4,20,6,12,0.3
PUEBLA,2020-03-10,1,1,1,1,1,1
PUEBLA,2020-03-11,1,1,1,1,1,1
PUEBLA,2020-03-12,1,1,1,1,1,1
PUEBLA,2020-03-13,1,1,1,1,1,1
PUEBLA,2020-03-14,1,1,1,1,1,1
PUEBLA,2020-03-15,2,1,2,2,2,1
PUEBLA,2020-03-16,2,2,2,2,2,1
PUEBLA,2020-03-17,3,2,3,3,3,1
PUEBLA,2020-03-18,3,3,4,3,3,1
PUEBLA,2020-03-19,4,4,4,4,4,1
PUEBLA,2020-03-20,5,4,5,5,5,1
PUEBLA,2020-03-21,6,5,6,6,6,1
PUEBLA,2020-03-22,7,6,7,7,7,1
PUEBLA,2020-03-23,8,8,9,8,8,1
PUEBLA,2020-03-24,10,9,10,10,10,1
PUEBLA,2020-03-25,11,11,11,11,11,1
PUEBLA,2020-03-26,12,12,13,12,12,1
PUEBLA,2020-03-27,14,13,14,14,14,1
PUEBLA,2020-03-28,15,14,15,15,15,1
PUEBLA,2020-03-29,15,15,15,15,15,1
PUEBLA,2020-03-30,16,15,16,16,16,1
PUEBLA,2020-03-31,16,15,16,16,16,1
PUEBLA,2020-04-01,16,15,16,16,16,1
PUEBLA,2020-04-02,16,16,16,16,16,1
PUEBLA,2020-04-03,16,16,17,16,16,0.99
PUEBLA,2020-04-04,17,17,18,17,17,0.99
PUEBLA,2020-04-05,17,17,18,17,17,0.99
PUEBLA,2020-04-06,17,17,18,17,17,0.99
PUEBLA,2020-04-07,18,17,19,17,18,0.99
PUEBLA,2020-04-08,19,18,20,18,19,0.98
PUEBLA,2020-04-09,20,19,21,19,20,0.98
PUEBLA,2020-04-10,22,21,23,21,22,0.97
PUEBLA,2020-04-11,23,22,25,22,23,0.96
PUEBLA,2020-04-12,25,24,27,24,25,0.96
PUEBLA,2020-04-13,27,25,29,26,27,0.94
PUEBLA,2020-04-14,29,27,31,28,29,0.93
PUEBLA,2020-04-15,31,28,33,29,31,0.92
PUEBLA,2020-04-16,33,30,36,32,34,0.9
PUEBLA,2020-04-17,35,31,38,34,36,0.87
PUEBLA,2020-04-18,37,33,41,34,37,0.85
PUEBLA,2020-04-19,38,33,42,34,38,0.81
PUEBLA,2020-04-20,39,33,44,35,39,0.78
PUEBLA,2020-04-21,40,34,46,36,41,0.73
PUEBLA,2020-04-22,42,34,48,37,43,0.68
PUEBLA,2020-04-23,42,33,50,40,46,0.62
PUEBLA,2020-04-24,44,34,54,38,46,0.55
PUEBLA,2020-04-25,46,33,56,39,48,0.47
PUEBLA,2020-04-26,46,31,59,41,52,0.39
PUEBLA,2020-04-27,44,27,61,32,46,0.3
QUERETARO,2020-03-19,1,1,1,1,1,1
QUERETARO,2020-03-20,1,1,1,1,1,1
QUERETARO,2020-03-21,1,1,1,1,1,1
QUERETARO,2020-03-22,1,1,1,1,1,1
QUERETARO,2020-03-23,1,1,1,1,1,1
QUERETARO,2020-03-24,2,1,2,2,2,1
QUERETARO,2020-03-25,2,2,2,2,2,1
QUERETARO,2020-03-26,2,2,2,2,2,1
QUERETARO,2020-03-27,2,2,2,2,2,1
QUERETARO,2020-03-28,3,2,3,3,3,1
QUERETARO,2020-03-29,3,3,3,3,3,1
QUERETARO,2020-03-30,3,3,3,3,3,1
QUERETARO,2020-03-31,3,3,3,3,3,1
QUERETARO,2020-04-01,3,3,3,3,3,1
QUERETARO,2020-04-02,3,3,3,3,3,1
QUERETARO,2020-04-03,3,3,3,3,3,0.99
QUERETARO,2020-04-04,3,3,3,3,3,0.99
QUERETARO,2020-04-05,3,3,3,3,3,0.99
QUERETARO,2020-04-06,3,3,3,3,3,0.99
QUERETARO,2020-04-07,3,3,3,3,3,0.99
QUERETARO,2020-04-08,3,3,4,3,3,0.98
QUERETARO,2020-04-09,4,4,5,4,4,0.98
QUERETARO,2020-04-10,4,4,5,4,4,0.97
QUERETARO,2020-04-11,4,4,5,4,4,0.96
QUERETARO,2020-04-12,4,4,5,4,4,0.96
QUERETARO,2020-04-13,4,4,5,4,4,0.94
QUERETARO,2020-04-14,4,4,5,4,4,0.93
